name,likes,time,servings,link,calories,fat,carbs,fiber,sugar,protein,no_ing,contains_soy,contains_glutten,fruits,vegetables,grains,dairy_alternatives,herbs_and_spices,sweeteners,oils,condiments_and_sauces,grains_and_cereals
Peanut Allergy-Friendly Sunbutter,0.56,30.0,16,https://tasty.co/recipe/homemade-sunflower-seed-butter,157.0,14.0,5.0,2.0,2.0,0,3,0,0,0,0,0,0,0,0,1,0,0
Pea-ka-boo Potato Baby Food (7+ Months),0.9,30.0,12,https://tasty.co/recipe/pea-ka-boo-potato-baby-food-7-months,36.0,0.0,7.0,1.0,1.0,1,4,0,0,0,1,0,0,0,0,0,0,0
Plant-Based Cheeseburger,0.75,30.0,4,https://tasty.co/recipe/plant-based-cheeseburger,433.0,22.0,47.0,7.0,20.0,1,19,0,0,0,1,0,0,1,0,0,1,1
Pink Drink With Matcha Cold Foam Copy Cat,0.9,10.0,1,https://tasty.co/recipe/pink-drink-with-matcha-cold-foam-copy-cat,747.0,67.0,40.0,3.0,36.0,0,9,0,0,0,0,0,1,0,1,0,0,0
King Oyster Mushroom Aguachile,0.9,20.0,2,https://tasty.co/recipe/king-oyster-mushroom-aguachile,87.0,0.0,23.0,5.0,6.0,1,14,0,0,0,1,0,0,1,0,0,1,0
Raspberry Balsamic Vinaigrette Dressing,0.9,30.0,16,https://tasty.co/recipe/raspberry-balsamic-vinaigrette-dressing,22.0,1.0,1.0,0.0,0.0,0,6,0,0,1,0,0,0,0,0,1,1,0
Potato Cubes,0.9,94.0,48,https://tasty.co/recipe/potato-cubes,391.0,39.0,9.0,0.0,0.0,0,12,0,0,0,1,0,0,1,0,1,0,0
Blackberry Thyme Soda,0.9,30.0,10,https://tasty.co/recipe/blackberry-thyme-soda,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0
Cinnamon Orange Black Tea,0.9,30.0,48,https://tasty.co/recipe/cinnamon-orange-black-tea,1.0,0.0,0.0,0.0,0.0,0,4,0,0,1,0,0,0,1,0,0,0,0
Meat-Free Christmas Tree,0.9,30.0,4,https://tasty.co/recipe/meat-free-christmas-tree,992.0,63.0,88.0,5.0,12.0,1,10,0,0,0,0,0,1,1,0,0,0,0
50 Clove Garlic Knots,0.9,72.0,18,https://tasty.co/recipe/50-garlic-clove-garlic-knots,197.0,12.0,18.0,0.0,0.0,0,11,0,0,0,0,1,0,1,1,1,0,1
Peppermint Hibiscus Tea,0.9,30.0,48,https://tasty.co/recipe/peppermint-hibiscus-tea,5.0,0.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Garden Veggie Marinara,0.9,30.0,4,https://tasty.co/recipe/garden-veggie-marinara,232.0,2.0,45.0,2.0,5.0,0,7,0,0,0,1,0,0,0,0,1,0,1
Chiles En Vinagre,0.9,30.0,6,https://tasty.co/recipe/chiles-en-vinagre,25.0,0.0,5.0,0.0,2.0,0,13,0,0,1,1,0,0,1,0,0,1,0
Blue Spirulina Bowl,0.9,30.0,1,https://tasty.co/recipe/blue-spirulina-bowl,455.0,2.0,113.0,13.0,69.0,0,10,0,0,1,0,0,0,0,0,0,0,1
Sparkling Strawberry Kiwi Sangria,0.9,30.0,4,https://tasty.co/recipe/sparkling-strawberry-kiwi-sangria,597.0,1.0,81.0,8.0,64.0,0,9,0,0,1,0,0,0,0,1,0,0,0
Crispy Black Bean Tacos With Avocado Cream Sauce,0.9,30.0,8,https://tasty.co/recipe/crispy-black-bean-tacos-with-avocado-cream-sauce,218.0,13.0,23.0,6.0,1.0,1,17,0,0,0,1,0,0,1,0,1,0,1
Mini Cast-Iron Raspberry Rhubarb Crisps,0.9,66.0,4,https://tasty.co/recipe/mini-cast-iron-raspberry-rhubarb-crisps,206.54,7.31,30.69,0.0,0.0,1,15,0,0,1,0,1,0,1,1,1,0,0
Seasoned Salt Blend,0.9,30.0,1,https://tasty.co/recipe/seasoned-salt-blend,42.0,0.0,9.0,2.0,0.0,0,6,0,0,0,1,0,0,1,0,0,0,0
Citrus Peel Tofu,0.9,90.0,4,https://tasty.co/recipe/citrus-peel-tofu,336.0,17.0,38.0,2.0,29.0,1,15,1,0,1,0,1,0,1,1,1,1,0
Almond Butter & Berry Tartines,0.9,30.0,2,https://tasty.co/recipe/almond-butter-berry-tartines,206.54,7.31,30.69,0.0,0.0,0,6,0,1,1,0,0,0,0,0,0,0,1
Vampire Smiles,0.9,30.0,4,https://tasty.co/recipe/vampire-smiles,61.0,1.0,12.0,1.0,8.0,0,3,0,0,1,0,0,0,0,0,0,0,0
KryptoNate Margarita,0.7,30.0,2,https://tasty.co/recipe/kryptonate-margarita,253.0,0.0,44.0,9.0,25.0,0,12,0,0,1,1,0,0,0,0,0,0,0
Herb-Pressed Arepas As Made By Mercedes Golip,0.9,61.0,6,https://tasty.co/recipe/herb-pressed-arepas-as-made-by-mercedes-golip,7.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0
Vegan Jalapeño Cornbread Ring,0.9,71.0,6,https://tasty.co/recipe/vegan-jalapeno-cornbread-ring,335.0,11.0,54.0,3.0,6.0,0,14,0,0,0,1,1,0,0,1,1,0,0
Heart-Shaped Kimchi Pancakes,0.9,50.0,2,https://tasty.co/recipe/heart-shaped-kimchi-pancakes,606.0,30.0,72.0,7.0,6.0,0,13,0,1,0,1,1,0,0,1,1,1,0
Frozen Waffle Treats,0.9,30.0,12,https://tasty.co/recipe/frozen-waffle-treats,191.0,6.0,28.0,1.0,7.0,0,16,0,0,0,0,1,0,0,1,1,1,0
Sweet Cornmeal Porridge As Made By CC Pean,0.9,54.0,4,https://tasty.co/recipe/sweet-cornmeal-porridge-as-made-by-cc-pean,234.0,12.0,34.0,1.0,16.0,0,10,0,0,0,0,0,1,1,0,0,0,0
Green Protein Machine Oat Parfait,0.9,30.0,1,https://tasty.co/recipe/green-protein-machine-oat-parfait,340.0,18.0,38.0,8.0,20.0,1,6,0,0,1,0,1,0,0,0,0,0,0
Doubles,0.9,30.0,6,https://tasty.co/recipe/doubles,363.0,3.0,73.0,7.0,8.0,1,17,0,0,0,1,1,0,1,1,0,0,0
Homemade Oatmeal,0.9,30.0,1,https://tasty.co/recipe/homemade-oatmeal,296.0,5.0,49.0,7.0,1.0,0,7,0,0,0,0,1,1,0,1,0,0,0
Bacchus Bowl,0.9,30.0,8,https://tasty.co/recipe/bacchus-bowl,20.0,0.0,5.0,0.0,3.0,0,8,0,0,1,0,0,0,0,0,0,0,0
Pecan Milk,0.9,30.0,4,https://tasty.co/recipe/pecan-milk,25.0,0.0,5.0,4.0,5.0,0,6,0,0,0,0,0,0,0,0,0,0,0
Lemon Olive Oil,0.9,30.0,32,https://tasty.co/recipe/lemon-olive-oil,34.0,3.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,1,0,0
Healthy Smoothie Bowl: Pitaya Bowl: Easy Breezy,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-easy-breezy,206.54,7.31,30.69,0.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,1
Sweet Potato Hummus,0.9,30.0,6,https://tasty.co/recipe/sweet-potato-hummus,215.0,6.0,32.0,6.0,8.0,1,15,0,0,0,0,0,0,1,0,1,0,1
Tomato Basil Vinaigrette From Leftover Sauce,0.9,30.0,16,https://tasty.co/recipe/tomato-basil-vinaigrette-from-leftover-sauce,28.0,2.0,0.0,0.0,0.0,0,6,0,0,0,1,0,0,1,0,1,1,0
Edamame Moringa Dip,0.9,30.0,2,https://tasty.co/recipe/edamame-moringa-dip,373.0,23.0,20.0,11.0,5.0,1,10,0,0,0,0,0,0,1,0,1,0,0
Vegan Banana Pancakes,0.9,30.0,2,https://tasty.co/recipe/vegan-banana-pancakes,469.0,15.0,70.0,7.0,13.0,0,9,0,0,1,0,1,0,1,0,1,1,0
Simple Mustard Dressing,0.9,30.0,10,https://tasty.co/recipe/simple-mustard-dressing,27.0,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,1,1,0
Carrot-mango Tango Baby Food (9+ Months),0.9,30.0,8,https://tasty.co/recipe/carrot-mango-tango-baby-food-9-months,71.0,0.0,18.0,3.0,13.0,0,4,0,0,1,1,0,0,0,0,0,0,0
Tembleque Vegan Pudding,0.9,30.0,8,https://tasty.co/recipe/tembleque-vegan-pudding,210.0,10.0,29.0,1.0,21.0,0,8,0,0,0,0,0,1,1,1,0,0,0
2-Minute Vegetable Dumplings,0.9,14.0,1,https://tasty.co/recipe/2-minute-vegetable-dumplings,271.0,6.0,46.0,17.0,7.0,0,15,1,0,0,1,0,0,1,0,1,1,0
Broccoli Tofu Stir Fry,0.9,30.0,6,https://tasty.co/recipe/broccoli-tofu-stir-fry,299.0,24.0,13.0,2.0,1.0,1,10,1,0,0,1,0,0,1,0,1,1,0
Taste Of The Garden Cocktail,0.9,30.0,1,https://tasty.co/recipe/taste-of-the-garden-cocktail,175.0,1.0,24.0,3.0,17.0,0,13,0,0,0,1,0,0,0,0,0,1,0
Smoothies: Almond Brothers,0.9,30.0,1,https://tasty.co/recipe/smoothies-almond-brothers,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Sri Lankan Coconut Sambal,0.9,30.0,2,https://tasty.co/recipe/sri-lankan-coconut-sambal,203.0,15.0,17.0,5.0,6.0,0,6,0,0,0,1,0,0,0,0,0,0,0
"Hummus, Radish, Cucumber, And Paprika–Stuffed Avocado",0.9,30.0,1,https://tasty.co/recipe/hummus-radish-cucumber-and-paprika-stuffed-avocado,331.0,28.0,18.0,12.0,1.0,0,7,0,0,0,1,0,0,1,0,0,1,0
Banana Cream Tiramisu,0.9,30.0,4,https://tasty.co/recipe/banana-cream-tiramisu,773.0,52.0,77.0,6.0,50.0,0,10,0,0,1,0,0,0,0,1,0,0,0
Jocón De Pollo,0.9,30.0,4,https://tasty.co/recipe/jocon-de-pollo,206.54,7.31,30.69,0.0,0.0,1,17,0,0,0,1,1,0,1,0,1,0,0
Lemon Ginger Yerba Mate Tea,0.9,30.0,36,https://tasty.co/recipe/lemon-ginger-yerba-mate-tea,3.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0
Smoothies: Berry Delicious,0.9,30.0,1,https://tasty.co/recipe/smoothies-berry-delicious,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0
Coconut Bacon,0.9,30.0,4,https://tasty.co/recipe/coconut-bacon,420.0,26.0,45.0,8.0,32.0,0,5,1,0,0,0,0,0,0,1,1,1,0
The Ocean Smoothie Bowl,0.9,30.0,1,https://tasty.co/recipe/the-ocean-smoothie-bowl,289.0,1.0,73.0,8.0,52.0,0,5,0,0,1,0,0,0,0,0,0,0,0
Sweet And Spicy 1up Popcorn Mix,0.9,30.0,10,https://tasty.co/recipe/sweet-and-spicy-1up-popcorn-mix,270.0,11.0,39.0,3.0,20.0,1,16,0,0,0,0,0,0,0,1,1,0,0
Easy Guacamole,0.9,30.0,2,https://tasty.co/recipe/easy-guacamole,413.0,34.0,28.0,17.0,3.0,0,10,0,0,0,1,0,0,1,0,0,0,0
Cacio e Pepe English Muffin Bread,0.9,57.0,10,https://tasty.co/recipe/cacio-e-pepe-english-muffin-bread,246.0,7.0,37.0,1.0,2.0,0,15,0,1,0,0,1,0,0,1,1,0,0
Banana Coconut Popcorn Bars,0.9,31.0,12,https://tasty.co/recipe/banana-coconut-popcorn-bars,517.0,8.0,103.0,13.0,31.0,1,8,0,0,1,0,1,0,0,1,0,0,0
Pumpkin Juice,0.9,41.0,6,https://tasty.co/recipe/pumpkin-juice,171.0,0.0,43.0,5.0,33.0,0,11,0,0,1,0,0,0,1,1,0,0,0
Glutinous Rice Balls (Tang Yuan),0.9,76.0,20,https://tasty.co/recipe/glutinous-rice-balls-tang-yuan,82.0,3.0,11.0,0.0,5.0,1,9,0,0,0,0,1,0,1,1,0,0,0
Pecan Date Bark,0.9,30.0,12,https://tasty.co/recipe/pecan-date-bark,208.0,9.0,32.0,4.0,27.0,0,6,0,0,0,0,0,0,0,0,1,0,0
Beet Root Curry Goodness,0.9,30.0,6,https://tasty.co/recipe/beet-root-curry-goodness,83.0,1.0,16.0,3.0,5.0,0,13,0,0,0,1,0,0,1,0,0,0,0
Green Machine Baby Food (11+ Months),0.9,30.0,12,https://tasty.co/recipe/green-machine-baby-food-11-months,46.0,0.0,10.0,2.0,6.0,1,5,0,0,1,1,0,0,0,0,0,0,0
Mango-berry Avocado Baby Food (9+ Months),0.9,30.0,8,https://tasty.co/recipe/mango-berry-avocado-baby-food-9-months,206.54,7.31,30.69,0.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Healthy Smoothie Bowl: Pitaya Bowl: I See Kiwi,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-i-see-kiwi,206.54,7.31,30.69,0.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,1
Berry Beet Bowl,0.9,30.0,1,https://tasty.co/recipe/berry-beet-bowl,256.0,1.0,61.0,8.0,35.0,0,10,0,0,1,0,0,0,0,0,0,0,0
Basil Oil,0.9,27.0,1,https://tasty.co/recipe/basil-oil,206.54,7.31,30.69,0.0,0.0,0,3,0,0,1,0,0,0,1,0,0,0,0
Vietnamese Steamed Rice Rolls,0.9,40.0,4,https://tasty.co/recipe/vietnamese-steamed-rice-rolls,666.0,8.0,129.0,3.0,32.0,0,12,0,0,0,1,1,0,1,1,0,0,0
Smoothies: Udderly Delicious,0.9,30.0,1,https://tasty.co/recipe/smoothies-udderly-delicious,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Yummy Oatmeal,0.9,30.0,1,https://tasty.co/recipe/yummy-oatmeal,280.0,4.0,48.0,7.0,1.0,0,4,0,0,0,0,0,0,1,1,0,0,0
Chocolate Horchata Popsicles Planet Oat,0.9,30.0,12,https://tasty.co/recipe/chocolate-horchata-popsicles-planet-oat,491.0,37.0,22.0,2.0,12.0,0,11,0,0,0,0,1,0,1,1,0,0,0
Personal Cranberry Sauce,0.9,30.0,1,https://tasty.co/recipe/personal-cranberry-sauce,206.54,7.31,30.69,0.0,0.0,0,5,0,0,1,0,0,0,1,1,0,0,0
Root Veggie Soup,0.9,30.0,4,https://tasty.co/recipe/root-veggie-soup,368.0,14.0,59.0,9.0,17.0,0,16,0,0,0,1,0,1,1,0,1,0,0
Pumpkin Spice Fruit Rollers,0.9,30.0,6,https://tasty.co/recipe/pumpkin-spice-fruit-rollers,106.0,0.0,27.0,1.0,24.0,0,6,0,0,0,0,0,0,1,1,0,0,0
Vegan Banana Bread,0.9,30.0,12,https://tasty.co/recipe/vegan-banana-bread,259.0,10.0,40.0,2.0,15.0,0,8,0,0,1,0,1,0,0,1,1,0,0
Vegan Thai Basil Stir Fry (Vegan Pad Kra Pao),0.9,30.0,4,https://tasty.co/recipe/vegan-thai-basil-stir-fry-vegan-pad-kra-pao,99.0,3.0,11.0,2.0,8.0,1,14,1,0,1,1,0,0,1,1,0,1,0
Italian Paloma,0.9,30.0,1,https://tasty.co/recipe/italian-paloma,112.0,0.0,6.0,0.0,5.0,0,5,0,0,1,0,0,0,0,0,0,0,0
"Vegan Broccoli, Lime Rice Bowl",0.9,30.0,1,https://tasty.co/recipe/vegan-broccoli-lime-rice-bowl,269.0,5.0,52.0,3.0,2.0,0,11,0,0,0,1,1,0,0,0,1,0,0
Healthy Smoothie Bowl: Blue Magik Bowl: The Peaceful Mango,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-peaceful-mango,206.54,7.31,30.69,0.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,1
Cole Slaw As Made By Chef Kuniko Yagi,0.9,40.0,4,https://tasty.co/recipe/cole-slaw-as-made-by-chef-kuniko-yagi,163.0,10.0,17.0,3.0,10.0,1,11,1,0,0,1,1,0,0,1,1,1,0
Healthy Smoothie Bowl: Blue Magik Bowl: The Blue Lagoon,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-blue-lagoon,689.0,26.0,110.0,18.0,72.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Blood Orange Lemonade,0.9,30.0,2,https://tasty.co/recipe/blood-orange-lemonade,312.0,0.0,80.0,15.0,58.0,0,4,0,0,1,0,0,0,1,0,0,0,0
Pineapple Coconut Smoothie Bowl,0.9,30.0,1,https://tasty.co/recipe/pineapple-coconut-smoothie-bowl,693.0,20.0,210.0,9.0,50.0,1,3,0,0,1,0,0,1,0,0,0,0,0
Vegetarian Bean Chili,0.9,30.0,10,https://tasty.co/recipe/vegetarian-bean-chili,352.0,4.0,79.0,19.0,11.0,1,11,0,0,0,1,0,0,1,0,1,0,0
Lavender Trail Mix,0.9,40.0,6,https://tasty.co/recipe/lavender-trail-mix,206.54,7.31,30.69,0.0,0.0,0,9,0,0,1,0,0,0,0,1,1,0,0
Classic Sangria Ice Pops,0.9,30.0,12,https://tasty.co/recipe/classic-sangria-ice-pops,67.0,0.0,11.0,0.0,5.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Pumpkin Seed Pesto & Roasted Pumpkin,0.9,30.0,5,https://tasty.co/recipe/pumpkin-seed-pesto-roasted-pumpkin,117.0,8.0,7.0,2.0,2.0,1,10,0,0,0,0,0,0,1,0,1,0,0
Garlic-Ginger “Soy” Dressing,0.9,30.0,16,https://tasty.co/recipe/garlic-ginger-soy-dressing,67.0,5.0,2.0,4.0,2.0,0,8,0,0,0,0,1,0,1,0,1,1,0
Jacket Potato: The Off-Road S’more,0.17,100.0,4,https://tasty.co/recipe/jacket-potato-the-off-road-smore,105.0,0.0,24.0,1.0,11.0,0,7,0,0,0,0,0,0,1,1,0,0,0
Mapo Tofu,0.9,61.0,6,https://tasty.co/recipe/mapo-tofu,161.0,7.0,14.0,2.0,6.0,1,14,1,0,0,1,1,0,1,1,1,1,0
Sourdough Starter As Made By Johnny VanCora,0.9,30.0,1,https://tasty.co/recipe/sourdough-starter-as-made-by-johnny-vancora,120.0,0.0,25.0,3.0,0.0,0,2,0,1,0,0,1,0,0,0,0,0,0
Sri Lankan Bibikkan,0.9,109.0,16,https://tasty.co/recipe/sri-lankan-bibikkan,226.0,8.0,36.0,4.0,22.0,1,17,0,1,0,0,1,0,1,0,0,0,0
Key Lime Pie Cocktail,0.9,15.0,2,https://tasty.co/recipe/key-lime-pie-cocktail,522.0,23.0,40.0,2.0,52.0,0,11,0,1,1,0,0,0,0,0,0,0,0
Salt And Vinegar Potatoes,0.9,30.0,4,https://tasty.co/recipe/salt-and-vinegar-potatoes,125.0,1.0,22.0,2.0,1.0,0,6,0,0,0,0,0,0,0,0,1,1,0
Quick And Easy Marinated Tofu,0.9,30.0,2,https://tasty.co/recipe/quick-and-easy-marinated-tofu,273.0,21.0,7.0,2.0,4.0,1,8,1,0,0,0,0,0,1,0,1,1,0
Apple Spinach Smoothie,0.9,30.0,2,https://tasty.co/recipe/apple-spinach-smoothie,189.0,4.0,35.0,4.0,23.0,0,6,0,0,1,1,0,0,0,0,0,0,0
Vegan Crumble Muffins,0.9,30.0,12,https://tasty.co/recipe/vegan-crumble-muffins,352.0,9.0,57.0,14.0,16.0,0,17,1,1,1,0,1,0,1,1,1,1,0
Sheet Pan Tacos,0.9,30.0,4,https://tasty.co/recipe/sheet-pan-tacos,94.0,6.0,8.0,4.0,1.0,1,15,0,0,1,1,0,0,1,0,1,1,0
Stuffed Butternut Squash,0.9,30.0,6,https://tasty.co/recipe/stuffed-butternut-squash,163.0,1.0,36.0,4.0,4.0,1,13,0,0,0,1,1,0,1,0,1,0,0
Biko With Apple Compote,0.9,30.0,16,https://tasty.co/recipe/biko-with-apple-compote,190.0,7.0,27.0,2.0,25.0,0,12,0,0,1,0,1,1,1,1,0,0,0
Pickled Corn,0.9,15.0,3,https://tasty.co/recipe/pickled-corn,238.0,2.0,49.0,5.0,19.0,1,10,0,0,1,0,0,0,1,1,0,1,0
Easiest Stir-Fry Noodles,0.9,30.0,2,https://tasty.co/recipe/easiest-stir-fry-noodles,443.0,5.0,85.0,8.0,11.0,0,11,1,0,0,1,0,0,1,0,0,1,0
Vegan Tofu Breakfast Scramble,0.9,30.0,4,https://tasty.co/recipe/vegan-tofu-breakfast-scramble,206.54,7.31,30.69,0.0,0.0,1,14,1,0,0,1,0,1,1,0,1,0,0
Smoothies: Vitamin C You Later,0.9,30.0,1,https://tasty.co/recipe/smoothies-vitamin-c-you-later,368.0,3.0,91.0,7.0,69.0,0,4,0,0,0,0,0,0,1,0,0,0,0
Healthy Smoothie Bowl: Blue Magik Bowl: The Lotus Coconut,0.9,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-lotus-coconut,780.0,26.0,132.0,22.0,96.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Diaspora Chili-Spiced Black-Eyed Peas As Made By CC Pean,0.9,44.0,2,https://tasty.co/recipe/diaspora-chili-spiced-black-eyed-peas-as-made-by-cc-pean,411.0,22.0,54.0,9.0,22.0,0,13,0,0,0,1,1,1,1,0,0,0,0
Gluten Free Rosemary Bread,0.9,30.0,6,https://tasty.co/recipe/gluten-free-rosemary-bread,186.0,1.0,39.0,3.0,0.0,0,12,0,0,0,0,1,0,1,1,1,0,0
Vegan Snickerdoodle Cupcakes,0.9,30.0,12,https://tasty.co/recipe/vegan-snickerdoodle-cupcakes,206.54,7.31,30.69,0.0,0.0,0,17,0,0,1,0,1,0,1,1,1,1,0
Black Tea Latte,0.9,30.0,1,https://tasty.co/recipe/black-tea-latte,181.0,11.0,21.0,0.0,19.0,0,5,0,0,0,0,0,0,1,1,0,0,0
Melon Ball Salad,0.9,30.0,3,https://tasty.co/recipe/melon-ball-salad,249.0,0.0,60.0,2.0,52.0,0,9,0,0,1,0,0,0,1,1,0,0,0
Thanksgiving Leftovers Turnip Cake,0.9,64.0,4,https://tasty.co/recipe/thanksgiving-leftover-turnip-cake,669.0,13.0,102.0,4.0,16.0,0,16,1,1,0,0,1,0,0,0,1,1,0
Leczo,0.9,30.0,4,https://tasty.co/recipe/leczo,303.0,14.0,32.0,5.0,12.0,0,13,0,0,0,1,0,0,1,0,0,0,0
Tasty’s Purple Goddess,0.9,20.0,4,https://tasty.co/recipe/tastys-purple-goddess,144.0,3.0,25.0,6.0,11.0,1,22,0,0,0,1,0,0,1,0,1,1,0
Turon,0.9,44.0,3,https://tasty.co/recipe/turon,325.0,1.0,82.0,2.0,58.0,0,7,0,0,0,0,0,0,0,1,1,0,0
"Spicy Tomato, Cucumber, And Watermelon Salad",0.9,30.0,4,https://tasty.co/recipe/spicy-tomato-cucumber-and-watermelon-salad,206.54,7.31,30.69,0.0,0.0,0,11,0,0,1,0,0,0,0,0,0,0,0
Strawberry Cream Cheese Stuffed French Toast,0.9,30.0,4,https://tasty.co/recipe/strawberry-cream-cheese-stuffed-french-toast,495.0,24.0,49.0,10.0,15.0,0,12,0,0,0,0,1,0,0,1,0,0,0
Taco-Spiced Deviled Eggs,0.9,30.0,12,https://tasty.co/recipe/taco-spiced-deviled-eggs,62.0,5.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,1,0
Date-Nut Energy Balls,0.9,30.0,24,https://tasty.co/recipe/date-nut-energy-balls,80.0,5.0,7.0,1.0,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Pasta E Fagioli,0.9,30.0,2,https://tasty.co/recipe/pasta-e-fagioli,526.0,3.0,111.0,15.0,5.0,1,9,0,0,0,1,0,0,1,0,1,0,1
Vegan Jerk Jackfruit Bowl,0.9,52.0,3,https://tasty.co/recipe/vegan-jerk-jackfruit-bowl,1123.0,13.0,241.0,21.0,36.0,0,25,0,0,0,1,1,0,1,0,1,0,0
Mushroom & Kale Stew,0.9,30.0,3,https://tasty.co/recipe/mushroom-kale-stew,84.0,0.0,17.0,2.0,6.0,0,7,0,0,0,1,0,0,1,0,0,0,0
Lemon Turmeric Fruit Salad,0.9,30.0,4,https://tasty.co/recipe/lemon-turmeric-fruit-salad,206.54,7.31,30.69,0.0,0.0,0,10,0,0,1,0,0,0,0,0,0,0,0
Cong You Bing (Scallion Pancake),0.9,30.0,8,https://tasty.co/recipe/cong-you-bing-scallion-pancake,265.0,1.0,54.0,1.0,0.0,0,5,0,0,0,0,1,0,0,0,0,0,0
Air Fryer Spiced Apples In 15 Minutes Or Less,0.9,30.0,4,https://tasty.co/recipe/air-fryer-spiced-apples-in-15-minutes-or-less,292.0,11.0,46.0,4.0,24.0,0,17,0,0,1,0,1,0,1,1,1,0,0
Bulgur Mujaddara,0.9,30.0,3,https://tasty.co/recipe/bulgur-mujaddara,490.0,4.0,95.0,14.0,15.0,1,8,0,1,0,1,1,0,0,0,1,0,0
Simple Kale Chips,0.9,30.0,3,https://tasty.co/recipe/simple-kale-chips,37.0,3.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,1,0,1,0,0
Worm Salt Ft. Rusa,0.9,8.0,1,https://tasty.co/recipe/worm-salt-ft-rusa,158.0,0.0,42.0,5.0,31.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Divinity Soup,0.9,30.0,8,https://tasty.co/recipe/divinity-soup,321.0,3.0,63.0,9.0,4.0,1,15,0,0,0,1,0,0,1,0,1,0,0
Spicy Candied Orange Slices,0.9,73.0,12,https://tasty.co/recipe/spicy-candied-orange-slices,111.0,0.0,28.0,0.0,27.0,0,6,0,0,1,0,0,0,0,1,0,0,0
4-Ingredient Green Smoothie Bowl,0.9,30.0,1,https://tasty.co/recipe/4-ingredient-green-smoothie-bowl,237.0,1.0,57.0,8.0,26.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Vegan Creamy Cashew Mac,0.9,30.0,6,https://tasty.co/recipe/vegan-creamy-cashew-mac,347.0,7.0,56.0,2.0,4.0,0,13,0,0,1,1,0,0,1,0,0,1,1
Vegan Rose White Chocolate Chip Oats Cookies,0.9,30.0,24,https://tasty.co/recipe/vegan-rose-white-chocolate-chip-oats-cookies,299.0,19.0,25.0,9.0,7.0,0,11,0,0,0,0,1,0,0,1,1,0,0
Vegan Caesar Salad,0.9,90.0,4,https://tasty.co/recipe/vegan-caesar-salad,442.0,23.0,42.0,11.0,6.0,1,23,0,0,0,1,0,0,1,0,1,1,0
Spiral Plantains With Mojo Sauce,0.9,55.0,4,https://tasty.co/recipe/spiral-plantains-with-mojo-sauce,867.0,55.0,105.0,11.0,46.0,0,13,0,0,1,0,0,0,1,0,1,1,0
Crème Brûlée With Cranberry Tanghulu And Compote,0.9,30.0,6,https://tasty.co/recipe/creme-brulee-with-cranberry-tanghulu-and-compote,570.0,47.0,42.0,0.0,40.0,0,16,0,0,0,0,0,0,0,1,0,0,0
Pink Smoothie Bowl,0.9,30.0,1,https://tasty.co/recipe/pink-smoothie-bowl,673.0,5.0,166.0,15.0,76.0,0,11,0,0,1,0,0,1,0,0,0,0,1
Oh Kale Yeah Baby Food (11+ Months),0.9,30.0,12,https://tasty.co/recipe/oh-kale-yeah-baby-food-11-months,35.0,0.0,7.0,1.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0
Multipurpose Cleaner,0.9,30.0,2,https://tasty.co/recipe/multipurpose-cleaner,202.0,0.0,40.0,8.0,31.0,0,3,0,0,1,0,0,0,0,0,0,1,0
Tofu Bowl,0.9,30.0,2,https://tasty.co/recipe/tofu-bowl,773.0,34.0,89.0,19.0,8.0,1,16,1,0,0,0,1,0,1,0,1,0,0
Everything Bagel Hummus,0.9,30.0,4,https://tasty.co/recipe/everything-bagel-hummus,275.0,13.0,30.0,8.0,4.0,1,12,0,0,0,1,0,0,1,0,1,0,0
